drug_kegg_id,target_ko_number
D00437,K04853
D00438,K04853
D10932,K04851
D00631,K04857
D00631,K04926
D02906,K04838
D08083,K06483
D02096,K04842
D01077,K04133
D10502,K01278
D03936,K05917
D00631,K05001
D11620,K04214
D09013,K06451
D01862,K00021
D05442,K04851
D02907,K04836
D01204,K04166
D11723,K04853
D08313,K05917
D08619,K10951
D11974,K04197
D01648,K04132
D10691,K01648
D07719,K05771
D00319,K04851
D04257,K05189
D10820,K12350
D04028,K14073
D00893,K00021
D05024,K04855
D11222,K14290
D08619,K14425
D11708,K00643
D04539,K04527
D01648,K04133
D03716,K11987
D08238,K18436
D01467,K04150
D11784,K01542
D07450,K04851
D01648,K04129
D00319,K04857
D02907,K04838
D07520,K05004
D10198,K08539
D00216,K12316
D00316,K08524
D07598,K05917
D10939,K04129
D10939,K04132
D08340,K04853
D02064,K04133
D04636,K08527
D00523,K04166
D00073,K00505
D01208,K07294
D00890,K05917
D02456,K04843
D01500,K04215
D09339,K01542
D00349,K04851
D04657,K04851
D08660,K05771
D01472,K08539
D02145,K05181
D02088,K04841
D08238,K13296
D00615,K04857
D04624,K05917
D05276,K04129
D07917,K01542
D13055,K01278
D00892,K00021
D00319,K04853
D00889,K00021
D10938,K04131
D00348,K08527
D00348,K08529
D10466,K01543
D02045,K04857
D10556,K04166
D08148,K04145
D08155,K04850
D11753,K22288
D08892,K04853
D11695,K01476
D01077,K04131
D06056,K04160
D11023,K01278
D07450,K04853
D02456,K04842
D12632,K16628
D11530,K01331
D11784,K01543
D01553,K04850
D03750,K05547
D02258,K00021
D08111,K04850
D02914,K04851
D07072,K04150
D01384,K00511
D07781,K01283
D00565,K07294
D10932,K04853
D01147,K02469
D03088,K04129
D03088,K04132
D09637,K14463
D07509,K04850
D03956,K18964
D01915,K00021
D02456,K04838
D00618,K04850
D10939,K04131
D10865,K14382
D03088,K04133
D05535,K04132
D00319,K04850
D11095,K00021
D01119,K01283
D01104,K04850
D11931,K13050
D03541,K05771
D11611,K05094
D08148,K04157
D11567,K04527
D11092,K00021
D08941,K04853
D05480,K04348
D02735,K18211
D00619,K04853
D01480,K05917
D08340,K04850
D08009,K04851
D11975,K04198
D02096,K04840
D01132,K08525
D01272,K05771
D08554,K08539
D00400,K04166
D00622,K01283
D02906,K04834
D11521,K24802
D00719,K04130
D07699,K01283
D00631,K04999
D07450,K04857
D02914,K04850
D08946,K14462
D05535,K04133
D01538,K04129
D03750,K08362
D02914,K04857
D02064,K04130
D08510,K05917
D02583,K05917
D11256,K08530
D08340,K04851
D11650,K08759
D11926,K11517
D05010,K04145
D11685,K01189
D00156,K15680
D05024,K04857
D10762,K05917
D00945,K08530
D03065,K05089
D08566,K01283
D08217,K04850
D11723,K04851
D02096,K04841
D08238,K19021
D00147,K04130
D07494,K04857
D01908,K04850
D00437,K04850
D00437,K04851
D01297,K04130
D07113,K04215
D04257,K05192
D11723,K04857
D07756,K04157
D06565,K01135
D12407,K01593
D00618,K04857
D05535,K04131
D10466,K01542
D01720,K00511
D01549,K01283
D08501,K00509
D10226,K04166
D08865,K04166
D03812,K05771
D02064,K04129
D07079,K04132
D08410,K00021
D00888,K05917
D08501,K11987
D10568,K00021
D08890,K07294
D07494,K04851
D00881,K05917
D07520,K04850
D01764,K05771
D00421,K01283
D04257,K05185
D01297,K04131
D02219,K00511
D00623,K01283
D07520,K04997
D04257,K05186
D00316,K08529
D02907,K04841
D02754,K08527
D00880,K05917
D04531,K04135
D08155,K04851
D02907,K04842
D05261,K01542
D01553,K04857
D01132,K08528
D07185,K04850
D02906,K04841
D00147,K04129
D01553,K04853
D08270,K04850
D02754,K08528
D00629,K04853
D01308,K05771
D08111,K04857
D03813,K05771
D08296,K05917
D09998,K05079
D05276,K04131
D02130,K04819
D08217,K04857
D02375,K00511
D11881,K04853
D07520,K04893
D00279,K07294
D02088,K04838
D01599,K05032
D12293,K13050
D08217,K04854
D00631,K04853
D02090,K04149
D05480,K17611
D00336,K05004
D01356,K05004
D03697,K05771
D01849,K04853
D09205,K04160
D08131,K01283
D05442,K04853
D07520,K05005
D08009,K04853
D11924,K04581
D08146,K04166
D05276,K04130
D00316,K08528
D02356,K04851
D08270,K04851
D07661,K00021
D01387,K05771
D09997,K04157
D07686,K04144
D07079,K04133
D07078,K04131
D09763,K14382
D07474,K00021
D11971,K24152
D11641,K01334
D01006,K04130
D08068,K01283
D02236,K04144
D01132,K08527
D03534,K04145
D04868,K04133
D00725,K04819
D00129,K08539
D02287,K05771
D04531,K04137
D03020,K01201
D10873,K13293
D00631,K04854
D08245,K00511
D00359,K00021
D00251,K01283
D00617,K04857
D02754,K08524
D11246,K24802
D04868,K04129
D04028,K14075
D05601,K05771
D00619,K04851
D02088,K04843
D08535,K05917
D04409,K05771
D02437,K00796
D00455,K01543
D02754,K08526
D07520,K04999
D02754,K08525
D02218,K18438
D01159,K08556
D00740,K04843
D03648,K04135
D08121,K04215
D07770,K04804
D00552,K04833
D07461,K04138
D02076,K04138
D07349,K04132
D01771,K04266
D01935,K07375
D00563,K04140
D10941,K20731
D05156,K04813
D01769,K07375
D02360,K05037
D05156,K04805
D00531,K05185
D05156,K04810
D05156,K04814
D05156,K04815
D05156,K04811
D05156,K04812
D04314,K04153
D04552,K05130
D12723,K00016
D05127,K04141
D01220,K13293
D09190,K06457
D00612,K04811
D08212,K04135
D02596,K05055
D00076,K04139
D11930,K06474
D10119,K06226
D10422,K03163
D00643,K04833
D08870,K11407
D00553,K04836
D08572,K04141
D00553,K04837
D08458,K04843
D00611,K04818
D08421,K04842
D07993,K04842
D08572,K04142
D01871,K04132
D00637,K04843
D01029,K06476
D08201,K04135
D00354,K04841
D00760,K04804
D00374,K04146
D00758,K04811
D01581,K00509
D00611,K04817
D00637,K04842
D02564,K00274
D08421,K04841
D10721,K11217
D00404,K04855
D00758,K04813
D00777,K19394
D08201,K04136
D01455,K04836
D00700,K05184
D00759,K04805
D00760,K04808
D00637,K04841
D00758,K04815
D00354,K04843
D00633,K04146
D08421,K04843
D10364,K04157
D02253,K05175
D00764,K04807
D09612,K04836
D07468,K04834
D00764,K04804
D02425,K05032
D07468,K04833
D02991,K04836
D12743,K11409
D00533,K04841
D00764,K04805
D02092,K04160
D11566,K04157
D00709,K06258
D07099,K04132
D02991,K04834
D07821,K04131
D00533,K04842
D02991,K04833
D00764,K04808
D08418,K04132
D00764,K04810
D00717,K04131
D11707,K10366
D00456,K04819
D00764,K04814
D08418,K04129
D05462,K04213
D07083,K04130
D12742,K11405
D07083,K04132
D00163,K08537
D09612,K04834
D08425,K04131
D10364,K04153
D00764,K04815
D02271,K04215
D02991,K04843
D01245,K05185
D07099,K04131
D02923,K00511
D00349,K04853
D10952,K14342
D01092,K05917
D01818,K04195
D00437,K04857
D00349,K04857
D01538,K04130
D09633,K05435
D00438,K04850
D01069,K01283
D01297,K04129
D02907,K04833
D09753,K01278
D10511,K04199
D04636,K08528
D02069,K04132
D02906,K04842
D07113,K04213
D08217,K04856
D00887,K00021
D04868,K04132
